index,home_team,away_team,home_coeff,away_coeff,mean_coeff,tvalue_home,tvalue_away,home_team_score,away_team_score,importance,home_team_result
14365,England,Wales,0.99,0.99,0.99,196,83,1,0,2.5,Win
14366,Estonia,Northern Ireland,0.99,0.99,0.99,114,141,4,1,2.5,Win
14367,Finland,Netherlands,0.99,0.99,0.99,121,200,0,2,2.5,Lose
14368,Gabon,Niger,0.85,0.85,0.85,133,96,1,0,1,Win
14369,Guyana,Bermuda,1,0.85,0.925,86,50,2,1,2.5,Win
14370,Honduras,Paraguay,0.85,1,0.925,150,175,0,3,1,Lose
14371,Iceland,Cyprus,0.99,0.99,0.99,76,124,1,0,2.5,Win
14372,Indonesia,Bahrain,0.85,0.85,0.85,69,99,0,2,2.5,Lose
14373,Italy,Slovenia,0.99,0.99,0.99,193,177,1,0,2.5,Win
14374,Jamaica,Colombia,0.85,1,0.925,157,165,0,2,1,Lose
14375,Jordan,China PR,0.85,0.85,0.85,108,131,2,1,2.5,Win
14376,Korea DPR,Tajikistan,0.85,0.85,0.85,86,50,1,0,2.5,Win
14377,Kuwait,Korea Republic,0.85,0.85,0.85,105,167,1,1,2.5,Draw
14378,Latvia,Greece,0.99,0.99,0.99,116,186,1,1,2.5,Draw
14379,Lebanon,United Arab Emirates,0.85,0.85,0.85,50,92,3,1,2.5,Win
14380,Luxembourg,Albania,0.99,0.99,0.99,72,143,2,1,2.5,Win
14381,North Macedonia,Andorra,0.99,0.99,0.99,110,50,1,0,2.5,Win
14382,Malta,Georgia,0.99,0.99,0.99,50,137,1,1,2.5,Draw
14383,Moldova,Hungary,0.99,0.99,0.99,112,155,0,2,2.5,Lose
14384,Nicaragua,Panama,0.85,0.85,0.85,50,138,1,2,2.5,Lose
14385,Poland,Germany,0.99,0.99,0.99,135,197,2,2,1,Draw
14386,Puerto Rico,Canada,0.85,0.85,0.85,56,98,0,3,2.5,Lose
14387,Qatar,IR Iran,0.85,0.85,0.85,112,147,1,1,2.5,Draw
14388,Romania,France,0.99,0.99,0.99,146,185,0,0,2.5,Draw
14389,Russia,Republic of Ireland,0.99,0.99,0.99,187,169,0,0,2.5,Draw
14390,San Marino,Sweden,0.99,0.99,0.99,50,182,0,5,2.5,Lose
14391,Saudi Arabia,Australia,0.85,0.85,0.85,113,178,1,3,2.5,Lose
14392,Scotland,Lithuania,0.99,0.99,0.99,145,144,1,0,2.5,Win
14393,Serbia,Faroe Islands,0.99,0.99,0.99,171,89,3,1,2.5,Win
14394,Singapore,Iraq,0.85,0.85,0.85,71,91,0,2,2.5,Lose
14395,Slovakia,Armenia,0.99,0.99,0.99,174,129,0,4,2.5,Lose
14396,Spain,Liechtenstein,0.99,0.99,0.99,198,81,6,0,2.5,Win
14397,St. Lucia,St. Kitts and Nevis,0.85,0.85,0.85,50,78,2,4,2.5,Lose
14398,Switzerland,Bulgaria,0.99,0.99,0.99,170,149,3,1,2.5,Win
14399,Thailand,Oman,0.85,0.85,0.85,80,97,3,0,2.5,Win
14400,Uzbekistan,Japan,0.85,0.85,0.85,118,185,1,1,2.5,Draw
14401,Venezuela,Guinea,1,0.85,0.925,156,131,2,1,1,Win
14402,US Virgin Islands,Antigua and Barbuda,0.85,0.85,0.85,51,94,1,8,2.5,Lose
14403,Equatorial Guinea,Central African Republic,0.85,0.85,0.85,50,96,3,0,1,Win
14404,New Caledonia,Tahiti,0.85,0.85,0.85,50,50,3,1,1,Win
14405,Solomon Islands,Fiji,0.85,0.85,0.85,50,59,2,1,1,Win
14406,New Caledonia,Solomon Islands,0.85,0.85,0.85,50,50,2,0,1,Win
14407,Tahiti,Fiji,0.85,0.85,0.85,50,59,2,1,1,Win
14408,St. Vincent and the Grenadines,Dominica,0.85,0.85,0.85,50,64,1,0,1,Win
14409,Argentina,Brazil,1,1,1,191,194,0,0,1,Draw
14410,Suriname,Curaçao,1,0.85,0.925,87,50,2,0,1,Win
14411,Suriname,Curaçao,1,0.85,0.925,87,50,2,2,1,Draw
14412,Brazil,Argentina,1,1,1,193,190,2,0,1,Win
14413,Hong Kong,Philippines,0.85,0.85,0.85,50,50,3,3,1,Draw
14414,Ethiopia,Sudan,0.85,0.85,0.85,67,97,1,2,1,Lose
14415,Hong Kong,Macau,0.85,0.85,0.85,50,50,5,1,1,Win
14416,Ethiopia,Malawi,0.85,0.85,0.85,67,122,0,0,1,Draw
14417,Philippines,Macau,0.85,0.85,0.85,50,50,2,0,1,Win
14418,IR Iran,Palestine,0.85,0.85,0.85,150,50,7,0,1,Win
14419,China PR,United Arab Emirates,0.85,0.85,0.85,127,88,2,1,1,Win
14420,Thailand,Jordan,0.85,0.85,0.85,83,115,0,0,1,Draw
14421,Andorra,Republic of Ireland,0.99,0.99,0.99,50,171,0,2,2.5,Lose
14422,Argentina,Chile,1,1,1,190,186,4,1,2.5,Win
14423,Armenia,North Macedonia,0.99,0.99,0.99,156,106,4,1,2.5,Win
14424,Australia,Malaysia,0.85,0.85,0.85,181,53,5,0,1,Win
14425,Azerbaijan,Austria,0.99,0.99,0.99,103,123,1,4,2.5,Lose
14426,Barbados,Guyana,0.85,1,0.925,50,84,0,2,2.5,Lose
14427,Belgium,Kazakhstan,0.99,0.99,0.99,166,68,4,1,2.5,Win
14428,Belize,Grenada,0.85,0.85,0.85,66,80,1,4,2.5,Lose
14429,Bermuda,Trinidad and Tobago,0.85,1,0.925,50,120,2,1,2.5,Win
14430,Bosnia and Herzegovina,Luxembourg,0.99,0.99,0.99,178,86,5,0,2.5,Win
14431,Cayman Islands,Suriname,0.85,1,0.925,50,87,0,1,2.5,Lose
14432,Congo DR,Cameroon,0.85,0.85,0.85,71,152,2,3,2.5,Lose
14433,Costa Rica,Brazil,0.85,1,0.925,143,193,0,1,1,Lose
14434,Curaçao,Antigua and Barbuda,0.85,0.85,0.85,50,99,0,1,2.5,Lose
14435,Cyprus,Denmark,0.99,0.99,0.99,114,183,1,4,2.5,Lose
14436,Czech Republic,Spain,0.99,0.99,0.99,160,200,0,2,2.5,Lose
14437,Dominica,Panama,0.85,0.85,0.85,51,147,0,5,2.5,Lose
14438,Dominican Republic,El Salvador,0.85,0.85,0.85,61,112,1,2,2.5,Lose
14439,Ecuador,Venezuela,1,1,1,131,153,2,0,2.5,Win
14440,Finland,Sweden,0.99,0.99,0.99,128,175,1,2,2.5,Lose
14441,France,Albania,0.99,0.99,0.99,188,129,3,0,2.5,Win
14442,Gabon,Equatorial Guinea,0.85,0.85,0.85,133,50,2,0,1,Win
14443,Greece,Croatia,0.99,0.99,0.99,189,191,2,0,2.5,Win
14444,Indonesia,Saudi Arabia,0.85,0.85,0.85,61,103,0,0,1,Draw
14445,Japan,Vietnam,0.85,0.85,0.85,185,70,1,0,1,Win
14446,Korea Republic,Poland,0.85,0.99,0.92,171,135,2,2,1,Draw
14447,Latvia,Malta,0.99,0.99,0.99,126,50,2,0,2.5,Win
14448,Montenegro,England,0.99,0.99,0.99,174,192,2,2,2.5,Draw
14449,Netherlands,Moldova,0.99,0.99,0.99,198,78,1,0,2.5,Win
14450,Northern Ireland,Estonia,0.99,0.99,0.99,130,142,1,2,2.5,Lose
14451,Peru,Paraguay,1,1,1,165,176,2,0,2.5,Win
14452,Portugal,Iceland,0.99,0.99,0.99,195,94,5,3,2.5,Win
14453,Puerto Rico,St. Kitts and Nevis,0.85,0.85,0.85,55,77,1,1,2.5,Draw
14454,Romania,Belarus,0.99,0.99,0.99,151,144,2,2,2.5,Draw
14455,Serbia,Italy,0.99,0.99,0.99,179,194,1,1,2.5,Draw
14456,Singapore,Philippines,0.85,0.85,0.85,64,50,2,0,1,Win
14457,Slovakia,Russia,0.99,0.99,0.99,161,187,0,1,2.5,Lose
14458,St. Lucia,Canada,0.85,0.85,0.85,50,113,0,7,2.5,Lose
14459,Turkey,Germany,0.99,0.99,0.99,173,197,1,3,2.5,Lose
14460,Ukraine,Bulgaria,0.99,0.99,0.99,140,145,3,0,1,Win
14461,Uruguay,Bolivia,1,1,1,196,119,4,2,2.5,Win
14462,US Virgin Islands,Haiti,0.85,0.85,0.85,50,92,0,7,2.5,Lose
14463,Wales,Switzerland,0.99,0.99,0.99,110,182,2,0,2.5,Win
14464,Cabo Verde,Zimbabwe,0.85,0.85,0.85,109,134,2,1,2.5,Win
14465,Chad,Malawi,0.85,0.85,0.85,50,122,2,2,2.5,Draw
14466,Egypt,Niger,0.85,0.85,0.85,164,107,3,0,2.5,Win
14467,Ethiopia,Madagascar,0.85,0.85,0.85,67,50,4,2,2.5,Win
14468,Gambia,Burkina Faso,0.85,0.85,0.85,75,159,1,1,2.5,Draw
14469,Guinea-Bissau,Angola,0.85,0.85,0.85,50,116,0,2,2.5,Lose
14470,Liberia,Mali,0.85,0.85,0.85,72,138,1,2,2.5,Lose
14471,Liechtenstein,Scotland,0.99,0.99,0.99,82,148,0,1,2.5,Lose
14472,Mozambique,Comoros,0.85,0.85,0.85,85,50,3,0,2.5,Win
14473,Nigeria,Guinea,0.85,0.85,0.85,157,124,2,2,2.5,Draw
14474,South Africa,Sierra Leone,0.85,0.85,0.85,149,132,0,0,2.5,Draw
14475,Sudan,Ghana,0.85,0.85,0.85,97,163,0,2,2.5,Lose
14476,Eswatini,Congo,0.85,0.85,0.85,50,56,0,1,2.5,Lose
14477,Tunisia,Togo,0.85,0.85,0.85,139,105,2,0,2.5,Win
14478,Uganda,Kenya,0.85,0.85,0.85,118,69,0,0,2.5,Draw
14479,USA,Honduras,0.85,0.85,0.85,169,147,1,0,1,Win
14480,Zambia,Libya,0.85,0.85,0.85,117,138,0,0,2.5,Draw
14481,Algeria,Central African Republic,0.85,0.85,0.85,154,89,2,0,2.5,Win
14482,Benin,Rwanda,0.85,0.85,0.85,108,57,0,1,2.5,Lose
14483,Côte d'Ivoire,Burundi,0.85,0.85,0.85,184,59,2,1,2.5,Win
14484,Mauritius,Senegal,0.85,0.85,0.85,50,158,0,2,2.5,Lose
14485,Morocco,Tanzania,0.85,0.85,0.85,141,73,3,1,2.5,Win
14486,Albania,Romania,0.99,0.99,0.99,129,151,1,1,2.5,Draw
14487,Antigua and Barbuda,US Virgin Islands,0.85,0.85,0.85,99,50,10,0,2.5,Win
14488,Australia,Oman,0.85,0.85,0.85,181,95,3,0,2.5,Win
14489,Belarus,Poland,0.99,0.99,0.99,144,135,0,2,1,Lose
14490,Bermuda,Guyana,0.85,1,0.925,50,84,1,1,2.5,Draw
14491,Bolivia,Colombia,1,1,1,119,168,1,2,2.5,Lose
14492,Bulgaria,Wales,0.99,0.99,0.99,145,110,0,1,2.5,Lose
14493,Canada,Puerto Rico,0.85,0.85,0.85,113,55,0,0,2.5,Draw
14494,Chile,Peru,1,1,1,186,165,4,2,2.5,Win
14495,China PR,Iraq,0.85,0.85,0.85,127,93,0,1,2.5,Lose
14496,Croatia,Latvia,0.99,0.99,0.99,191,126,2,0,2.5,Win
14497,Denmark,Portugal,0.99,0.99,0.99,183,195,2,1,2.5,Win
14498,El Salvador,Cayman Islands,0.85,0.85,0.85,112,50,4,0,2.5,Win
14499,Equatorial Guinea,Cameroon,0.85,0.85,0.85,50,152,1,1,1,Draw
14500,Estonia,Ukraine,0.99,0.99,0.99,142,140,0,2,1,Lose
14501,France,Bosnia and Herzegovina,0.99,0.99,0.99,188,178,1,1,2.5,Draw
14502,Georgia,Greece,0.99,0.99,0.99,136,189,1,2,2.5,Lose
14503,Germany,Belgium,0.99,0.99,0.99,197,166,3,1,2.5,Win
14504,Ghana,Nigeria,0.85,0.85,0.85,163,157,0,0,1,Draw
14505,Guatemala,Belize,0.85,0.85,0.85,91,66,3,1,2.5,Win
14506,Haiti,Curaçao,0.85,0.85,0.85,92,50,2,2,2.5,Draw
14507,Honduras,Jamaica,0.85,0.85,0.85,147,155,2,1,1,Win
14508,Hungary,Finland,0.99,0.99,0.99,173,128,0,0,2.5,Draw
14509,Indonesia,Qatar,0.85,0.85,0.85,61,100,2,3,2.5,Lose
14510,IR Iran,Bahrain,0.85,0.85,0.85,150,98,6,0,2.5,Win
14511,Republic of Ireland,Armenia,0.99,0.99,0.99,171,156,2,1,2.5,Win
14512,Italy,Northern Ireland,0.99,0.99,0.99,194,130,3,0,2.5,Win
14513,Japan,Tajikistan,0.85,0.85,0.85,185,76,8,0,2.5,Win
14514,Kazakhstan,Austria,0.99,0.99,0.99,68,123,0,0,2.5,Draw
14515,Korea DPR,Uzbekistan,0.85,0.85,0.85,79,121,0,1,2.5,Lose
14516,Korea Republic,United Arab Emirates,0.85,0.85,0.85,171,88,2,1,2.5,Win
14517,Lebanon,Kuwait,0.85,0.85,0.85,54,101,2,2,2.5,Draw
14518,Lithuania,Czech Republic,0.99,0.99,0.99,125,160,1,4,2.5,Lose
14519,North Macedonia,Slovakia,0.99,0.99,0.99,106,161,1,1,2.5,Draw
14520,Malta,Israel,0.99,0.99,0.99,50,162,0,2,2.5,Lose
14521,Mexico,Brazil,0.85,1,0.925,180,193,1,2,1,Lose
14522,Moldova,San Marino,0.99,0.99,0.99,78,50,4,0,2.5,Win
14523,Norway,Cyprus,0.99,0.99,0.99,177,114,3,1,2.5,Win
14524,Panama,Nicaragua,0.85,0.85,0.85,147,50,5,1,2.5,Win
14525,Paraguay,Uruguay,1,1,1,176,196,1,1,2.5,Draw
14526,Philippines,Nepal,0.85,0.85,0.85,50,65,4,0,1,Win
14527,Russia,Andorra,0.99,0.99,0.99,187,50,6,0,2.5,Win
14528,Singapore,Jordan,0.85,0.85,0.85,64,115,0,3,2.5,Lose
14529,Slovenia,Serbia,0.99,0.99,0.99,167,179,1,0,2.5,Win
14530,Spain,Scotland,0.99,0.99,0.99,200,148,3,1,2.5,Win
14531,St. Kitts and Nevis,St. Lucia,0.85,0.85,0.85,77,50,1,1,2.5,Draw
14532,Suriname,Dominican Republic,1,0.85,0.925,87,61,1,3,2.5,Lose
14533,Sweden,Netherlands,0.99,0.99,0.99,175,198,3,2,2.5,Win
14534,Switzerland,Montenegro,0.99,0.99,0.99,182,174,2,0,2.5,Win
14535,Thailand,Saudi Arabia,0.85,0.85,0.85,83,103,0,0,2.5,Draw
14536,Trinidad and Tobago,Barbados,1,0.85,0.925,120,50,4,0,2.5,Win
14537,Turkey,Azerbaijan,0.99,0.99,0.99,173,103,1,0,2.5,Win
14538,USA,Ecuador,0.85,1,0.925,169,131,0,1,1,Lose
14539,Venezuela,Argentina,1,1,1,153,190,1,0,2.5,Win
14540,Namibia,Lesotho,0.85,0.85,0.85,73,50,0,0,1,Draw
14541,Kuwait,Bahrain,0.85,0.85,0.85,104,99,0,1,1,Lose
14542,Qatar,Oman,0.85,0.85,0.85,108,97,0,0,1,Draw
14543,Iraq,Lebanon,0.85,0.85,0.85,109,54,1,0,1,Win
14544,Lesotho,Congo DR,0.85,0.85,0.85,50,67,0,3,1,Lose
14545,Gabon,Brazil,0.85,1,0.925,132,195,0,2,1,Lose
14546,Albania,Azerbaijan,0.99,0.99,0.99,129,83,0,1,1,Lose
14547,Antigua and Barbuda,Haiti,0.85,0.85,0.85,110,93,1,0,2.5,Win
14548,Argentina,Bolivia,1,1,1,190,85,1,1,2.5,Draw
14549,Bahrain,IR Iran,0.85,0.85,0.85,99,158,1,1,2.5,Draw
14550,Belgium,Romania,0.99,0.99,0.99,163,145,2,1,1,Win
14551,Bermuda,Barbados,0.85,0.85,0.85,68,52,2,1,2.5,Win
14552,Bosnia and Herzegovina,Portugal,0.99,0.99,0.99,179,192,0,0,2.5,Draw
14553,Burkina Faso,Mali,0.85,0.85,0.85,146,132,1,1,1,Draw
14554,Cameroon,Sudan,0.85,0.85,0.85,153,98,3,1,1,Win
14555,Chad,Tanzania,0.85,0.85,0.85,50,69,1,2,2.5,Lose
14556,Colombia,Venezuela,1,1,1,169,160,1,1,2.5,Draw
14557,Comoros,Mozambique,0.85,0.85,0.85,50,90,0,1,2.5,Lose
14558,Cyprus,Scotland,0.99,0.99,0.99,80,149,1,2,1,Lose
14559,Czech Republic,Montenegro,0.99,0.99,0.99,153,161,2,0,2.5,Win
14560,Denmark,Sweden,0.99,0.99,0.99,190,186,2,0,1,Win
14561,Djibouti,Namibia,0.85,0.85,0.85,50,73,0,4,2.5,Lose
14562,Dominican Republic,Cayman Islands,0.85,0.85,0.85,72,50,4,0,2.5,Win
14563,Equatorial Guinea,Madagascar,0.85,0.85,0.85,50,50,2,0,2.5,Win
14564,Eritrea,Rwanda,0.85,0.85,0.85,50,88,1,1,2.5,Draw
14565,Estonia,Republic of Ireland,0.99,0.99,0.99,141,175,0,4,2.5,Lose
14566,France,USA,0.99,0.85,0.92,185,166,1,0,1,Win
14567,Georgia,Moldova,0.99,0.99,0.99,133,77,2,0,1,Win
14568,Greece,Russia,0.99,0.99,0.99,192,187,1,1,1,Draw
14569,Guatemala,Grenada,0.85,0.85,0.85,101,84,3,0,2.5,Win
14570,Guinea-Bissau,Togo,0.85,0.85,0.85,50,106,1,1,2.5,Draw
14571,Guyana,Trinidad and Tobago,1,1,1,103,121,2,1,2.5,Win
14572,Hungary,Liechtenstein,0.99,0.99,0.99,164,74,5,0,1,Win
14573,Iraq,China PR,0.85,0.85,0.85,109,130,1,0,2.5,Win
14574,Jordan,Singapore,0.85,0.85,0.85,119,61,2,0,2.5,Win
14575,Kuwait,Lebanon,0.85,0.85,0.85,104,54,0,1,2.5,Lose
14576,Lesotho,Burundi,0.85,0.85,0.85,50,59,1,0,2.5,Win
14577,Mexico,Serbia,0.85,0.99,0.92,178,177,2,0,1,Win
14578,Morocco,Uganda,0.85,0.85,0.85,144,112,0,1,1,Lose
14579,Netherlands,Switzerland,0.99,0.99,0.99,198,182,0,0,1,Draw
14580,Nicaragua,Dominica,0.85,0.85,0.85,50,50,1,0,2.5,Win
14581,Oman,Australia,0.85,0.85,0.85,97,180,1,0,2.5,Win
14582,Panama,Costa Rica,0.85,0.85,0.85,147,138,2,0,1,Win
14583,Paraguay,Ecuador,1,1,1,172,148,2,1,2.5,Win
14584,Poland,Italy,0.99,0.99,0.99,136,194,0,2,1,Lose
14585,Puerto Rico,St. Lucia,0.85,0.85,0.85,63,50,4,0,2.5,Win
14586,Qatar,Indonesia,0.85,0.85,0.85,108,60,4,0,2.5,Win
14587,São Tomé and Príncipe,Congo,0.85,0.85,0.85,50,62,0,5,2.5,Lose
14588,Saudi Arabia,Thailand,0.85,0.85,0.85,102,86,3,0,2.5,Win
14589,Seychelles,Kenya,0.85,0.85,0.85,50,64,0,3,2.5,Lose
14590,St. Kitts and Nevis,Canada,0.85,0.85,0.85,91,117,0,0,2.5,Draw
14591,Suriname,El Salvador,1,0.85,0.925,96,118,1,3,2.5,Lose
14592,Eswatini,Congo DR,0.85,0.85,0.85,50,67,1,3,2.5,Lose
14593,Tajikistan,Japan,0.85,0.85,0.85,70,183,0,4,2.5,Lose
14594,Turkey,Croatia,0.99,0.99,0.99,174,188,0,3,2.5,Lose
14595,Ukraine,Germany,0.99,0.99,0.99,142,197,3,3,1,Draw
14596,United Arab Emirates,Korea Republic,0.85,0.85,0.85,87,171,0,2,2.5,Lose
14597,Uruguay,Chile,1,1,1,196,184,4,0,2.5,Win
14598,Uzbekistan,Korea DPR,0.85,0.85,0.85,127,76,1,0,2.5,Win
14599,US Virgin Islands,Curaçao,0.85,0.85,0.85,50,50,0,3,2.5,Lose
14600,Algeria,Tunisia,0.85,0.85,0.85,165,140,1,0,1,Win
14601,England,Spain,0.99,0.99,0.99,193,200,1,0,1,Win
14602,Nigeria,Botswana,0.85,0.85,0.85,156,111,0,0,1,Draw
14603,Somalia,Ethiopia,0.85,0.85,0.85,50,65,0,0,2.5,Draw
14604,South Africa,Côte d'Ivoire,0.85,0.85,0.85,151,181,1,1,1,Draw
14605,Wales,Norway,0.99,0.99,0.99,155,176,4,1,1,Win
14606,India,Malaysia,0.85,0.85,0.85,50,50,1,1,1,Draw
14607,Morocco,Cameroon,0.85,0.85,0.85,144,153,1,1,1,Draw
14608,Sudan,Uganda,0.85,0.85,0.85,98,112,0,0,1,Draw
14609,Bermuda,Barbados,0.85,0.85,0.85,68,52,2,1,2.5,Win
14610,Brazil,Egypt,1,0.85,0.925,195,171,2,0,1,Win
14611,Cayman Islands,Dominican Republic,0.85,0.85,0.85,50,72,1,1,2.5,Draw
14612,Honduras,Serbia,0.85,0.99,0.92,143,177,2,0,1,Win
14613,Puerto Rico,St. Lucia,0.85,0.85,0.85,63,50,3,0,2.5,Win
14614,Belarus,Libya,0.99,0.85,0.92,139,135,1,1,1,Draw
14615,Burundi,Lesotho,0.85,0.85,0.85,59,50,2,2,2.5,Draw
14616,Canada,St. Kitts and Nevis,0.85,0.85,0.85,117,91,4,0,2.5,Win
14617,Chile,Paraguay,1,1,1,184,172,2,0,2.5,Win
14618,Colombia,Argentina,1,1,1,169,190,1,2,2.5,Lose
14619,Congo,São Tomé and Príncipe,0.85,0.85,0.85,62,50,1,1,2.5,Draw
14620,Congo DR,Eswatini,0.85,0.85,0.85,67,50,5,1,2.5,Win
14621,Costa Rica,Spain,0.85,0.99,0.92,138,200,2,2,1,Draw
14622,Croatia,Turkey,0.99,0.99,0.99,188,174,0,0,2.5,Draw
14623,Curaçao,US Virgin Islands,0.85,0.85,0.85,50,50,6,1,2.5,Win
14624,Denmark,Finland,0.99,0.99,0.99,190,122,2,1,1,Win
14625,Ecuador,Peru,1,1,1,148,168,2,0,2.5,Win
14626,El Salvador,Suriname,0.85,1,0.925,118,96,4,0,2.5,Win
14627,England,Sweden,0.99,0.99,0.99,193,186,1,0,1,Win
14628,France,Belgium,0.99,0.99,0.99,185,163,0,0,1,Draw
14629,Germany,Netherlands,0.99,0.99,0.99,197,198,3,0,1,Win
14630,Ghana,Gabon,0.85,0.85,0.85,167,132,2,1,1,Win
14631,Greece,Romania,0.99,0.99,0.99,192,145,1,3,1,Lose
14632,Grenada,Guatemala,0.85,0.85,0.85,84,101,1,4,2.5,Lose
14633,Guinea,Burkina Faso,0.85,0.85,0.85,125,146,1,1,1,Draw
14634,Haiti,Antigua and Barbuda,0.85,0.85,0.85,93,110,2,1,2.5,Win
14635,Indonesia,IR Iran,0.85,0.85,0.85,60,158,1,4,2.5,Lose
14636,Republic of Ireland,Estonia,0.99,0.99,0.99,175,141,1,1,2.5,Draw
14637,Italy,Uruguay,0.99,1,0.995,194,196,0,1,1,Lose
14638,Jordan,Iraq,0.85,0.85,0.85,119,109,1,3,2.5,Lose
14639,Kenya,Seychelles,0.85,0.85,0.85,64,50,4,0,2.5,Win
14640,Korea DPR,Japan,0.85,0.85,0.85,76,183,1,0,2.5,Win
14641,Kuwait,United Arab Emirates,0.85,0.85,0.85,104,87,2,1,2.5,Win
14642,Lebanon,Korea Republic,0.85,0.85,0.85,54,171,2,1,2.5,Win
14643,Luxembourg,Switzerland,0.99,0.99,0.99,82,182,0,1,1,Lose
14644,North Macedonia,Albania,0.99,0.99,0.99,107,129,0,0,1,Draw
14645,Madagascar,Equatorial Guinea,0.85,0.85,0.85,50,50,2,1,2.5,Win
14646,Montenegro,Czech Republic,0.99,0.99,0.99,161,153,0,1,2.5,Lose
14647,Mozambique,Comoros,0.85,0.85,0.85,90,50,4,1,2.5,Win
14648,Namibia,Djibouti,0.85,0.85,0.85,73,50,4,0,2.5,Win
14649,Niger,Botswana,0.85,0.85,0.85,105,111,1,1,1,Draw
14650,Nigeria,Zambia,0.85,0.85,0.85,156,120,2,0,1,Win
14651,Panama,Dominica,0.85,0.85,0.85,147,50,3,0,2.5,Win
14652,Poland,Hungary,0.99,0.99,0.99,136,164,2,1,1,Win
14653,Portugal,Bosnia and Herzegovina,0.99,0.99,0.99,192,179,6,2,2.5,Win
14654,Qatar,Bahrain,0.85,0.85,0.85,108,99,0,0,2.5,Draw
14655,Rwanda,Eritrea,0.85,0.85,0.85,88,50,3,1,2.5,Win
14656,Saudi Arabia,Oman,0.85,0.85,0.85,102,97,0,0,2.5,Draw
14657,Singapore,China PR,0.85,0.85,0.85,61,130,0,4,2.5,Lose
14658,Slovenia,USA,0.99,0.85,0.92,173,166,2,3,1,Lose
14659,Tanzania,Chad,0.85,0.85,0.85,69,50,0,1,2.5,Lose
14660,Thailand,Australia,0.85,0.85,0.85,86,180,0,1,2.5,Lose
14661,Togo,Guinea-Bissau,0.85,0.85,0.85,106,50,1,0,2.5,Win
14662,Trinidad and Tobago,Guyana,1,1,1,121,103,2,0,2.5,Win
14663,Ukraine,Austria,0.99,0.99,0.99,142,128,2,1,1,Win
14664,Uzbekistan,Tajikistan,0.85,0.85,0.85,127,70,3,0,2.5,Win
14665,Venezuela,Bolivia,1,1,1,160,85,1,0,2.5,Win
14666,Zimbabwe,South Africa,0.85,0.85,0.85,126,151,2,1,1,Win
14667,Ethiopia,Somalia,0.85,0.85,0.85,65,50,5,0,2.5,Win
14668,India,Malaysia,0.85,0.85,0.85,50,50,3,2,1,Win
14669,American Samoa,Tonga,0.85,0.85,0.85,50,50,2,1,1,Win
14670,Maldives,Seychelles,0.85,0.85,0.85,50,50,3,0,1,Win
14671,Samoa,Cook Islands,0.85,0.85,0.85,50,50,3,2,1,Win
14672,American Samoa,Cook Islands,0.85,0.85,0.85,50,50,1,1,1,Draw
14673,Maldives,Seychelles,0.85,0.85,0.85,50,50,2,1,1,Win
14674,Samoa,Tonga,0.85,0.85,0.85,50,50,1,1,1,Draw
14675,Burundi,Somalia,0.85,0.85,0.85,55,50,4,1,1,Win
14676,Samoa,American Samoa,0.85,0.85,0.85,50,50,1,0,1,Win
14677,Tanzania,Rwanda,0.85,0.85,0.85,64,86,0,1,1,Lose
14678,Tonga,Cook Islands,0.85,0.85,0.85,50,50,2,1,1,Win
14679,Zimbabwe,Djibouti,0.85,0.85,0.85,130,50,2,0,1,Win
14680,Kenya,Malawi,0.85,0.85,0.85,67,113,0,2,1,Lose
14681,Somalia,Uganda,0.85,0.85,0.85,50,109,0,4,1,Lose
14682,Sudan,Ethiopia,0.85,0.85,0.85,88,63,1,1,1,Draw
14683,India,Zambia,0.85,0.85,0.85,50,121,0,5,1,Lose
14684,Rwanda,Zimbabwe,0.85,0.85,0.85,86,130,2,0,1,Win
14685,Tanzania,Djibouti,0.85,0.85,0.85,64,50,3,0,1,Win
14686,Ethiopia,Kenya,0.85,0.85,0.85,63,67,0,2,1,Lose
14687,Malawi,Sudan,0.85,0.85,0.85,113,88,0,0,1,Draw
14688,Burundi,Uganda,0.85,0.85,0.85,55,109,1,0,1,Win
14689,Bangladesh,Pakistan,0.85,0.85,0.85,58,50,0,0,1,Draw
14690,Ethiopia,Malawi,0.85,0.85,0.85,63,113,1,1,1,Draw
14691,Maldives,Nepal,0.85,0.85,0.85,50,57,1,1,1,Draw
14692,Rwanda,Djibouti,0.85,0.85,0.85,86,50,5,2,1,Win
14693,Suriname,Aruba,1,0.85,0.925,78,50,0,0,1,Draw
14694,India,Afghanistan,0.85,0.85,0.85,50,50,1,1,1,Draw
14695,Kenya,Sudan,0.85,0.85,0.85,67,88,0,1,1,Lose
14696,Sri Lanka,Bhutan,0.85,0.85,0.85,50,50,3,0,1,Win
14697,Tanzania,Zimbabwe,0.85,0.85,0.85,64,130,1,2,1,Lose
14698,Bangladesh,Nepal,0.85,0.85,0.85,58,57,0,1,1,Lose
14699,Maldives,Pakistan,0.85,0.85,0.85,50,50,0,0,1,Draw
14700,Suriname,Curaçao,1,0.85,0.925,78,51,2,0,1,Win
14701,Burundi,Sudan,0.85,0.85,0.85,55,88,0,2,1,Lose
14702,India,Bhutan,0.85,0.85,0.85,50,50,5,0,1,Win
14703,Sri Lanka,Afghanistan,0.85,0.85,0.85,50,50,1,3,1,Lose
14704,Bahrain,Palestine,0.85,0.85,0.85,98,50,0,1,1,Lose
14705,Maldives,Bangladesh,0.85,0.85,0.85,50,58,3,1,1,Win
